TIME,SATS,LATITUDE,LONGITUDE,ALT,COURSE,SPEED,PRESSURE,INTTEMP,EXTTEMP,HUMIDITY,GX,GY,GZ,AX,AY,AZ,MX,MY,MZ
19273300,9,31.21577,-96.362174,8918.63,73.51,15.55,766.33,6.81,4.75,46.6,-12.21,-6.84,2.75,-0.11,-0.04,0.84,1.91,-4.44,3.47
19273400,9,31.215787,-96.362083,8889.76,73.51,15.55,766.96,6.81,5,46.6,-12.21,-6.96,2.44,-0.14,0.18,0.89,1.53,-4.35,3.66
19273400,9,31.215787,-96.362083,8889.76,73.51,15.55,767.75,6.81,5,46.1,-12.27,-7.14,2.38,-0.16,-0.01,0.61,1.73,-4.1,3.57
19273500,9,31.215789,-96.362014,8889.76,88.61,13.88,768.46,6.88,5.25,46.5,-12.51,-6.96,2.38,-0.04,-0.09,0.67,1.84,-4.47,3.48
19273600,9,31.215782,-96.361961,8819.55,93.08,9.36,769.25,6.88,5.25,46.5,-12.45,-6.71,2.56,-0.09,-0.04,0.68,1.64,-4.24,3.56
19273700,9,31.215764,-96.36193,8781.82,93.08,9.36,769.88,6.88,5.25,46.5,-12.39,-7.2,2.69,-0.05,0.04,0.52,2,-4,3.63
19273700,9,31.215764,-96.36193,8781.82,93.08,9.36,770.2,6.88,5.25,46.5,-12.39,-6.65,2.26,0.04,-0.05,0.74,2.19,-4.06,3.7
19273800,9,31.215751,-96.361885,8781.82,111.76,12.13,771.22,6.88,5.25,46.1,-12.51,-6.77,2.75,-0.2,-0.11,0.75,1.45,-4.23,3.92
19273900,9,31.215745,-96.361808,8715.88,106.44,15.89,771.78,6.88,5.25,46.4,-12.27,-6.71,2.5,-0.06,0.24,1.14,2.06,-4.71,3.64
19273900,9,31.215745,-96.361808,8715.88,106.44,15.89,771.93,6.88,5.25,46.4,-12.27,-7.02,2.5,-0.02,-0.25,0.81,2.09,-4.34,3.47
19274000,9,31.215766,-96.361724,8678.48,92.21,17.7,773.51,6.88,5.5,46.4,-12.33,-6.96,2.69,-0.14,0.18,0.75,2,-4.48,3.48
19274100,9,31.215789,-96.361656,8642.06,92.21,17.7,774.06,6.88,5.5,46.2,-12.21,-6.84,2.5,-0.12,0.24,0.58,2.23,-4.26,3.59
19274200,9,31.215784,-96.361595,8607.61,87.11,14.22,775.25,6.88,5.5,46.6,-12.39,-6.77,2.62,-0.17,0.16,0.6,1.92,-4.67,3.58
19274300,9,31.215757,-96.361526,8567.91,87.11,14.22,775.88,6.94,5.5,46.6,-12.51,-6.96,2.62,-0.05,0.04,0.82,1.86,-4.67,3.59
19274300,9,31.215757,-96.361526,8567.91,87.11,14.22,776.43,6.94,5.75,46.3,-12.51,-6.59,2.5,0.01,-0.12,0.6,1.52,-4.2,3.69
19274400,9,31.215736,-96.361442,8567.91,101.79,20.18,776.98,6.94,5.75,46.7,-12.39,-7.08,2.44,0.05,-0.21,0.69,2.19,-4.09,3.68
19274500,9,31.215721,-96.361335,8495.08,101.79,20.18,777.77,6.94,5.75,46.7,-12.51,-6.96,2.44,-0.2,0.06,0.68,1.64,-4.14,3.57
19274600,8,31.215717,-96.361259,8462.6,97.49,21.6,778.72,6.94,5.75,46.4,-12.45,-6.96,2.62,-0.07,-0.03,0.94,2.16,-4.35,3.49
19274600,8,31.215717,-96.361259,8462.6,97.19,17.18,779.11,6.94,5.75,46.4,-12.15,-7.02,2.38,-0.15,-0.16,0.57,1.94,-3.96,3.67
19274700,8,31.215711,-96.361206,8462.6,100.3,11.9,780.3,6.94,5.75,46.5,-12.51,-6.84,2.38,-0.19,-0.12,0.52,1.45,-4.32,3.86
19274800,9,31.215702,-96.361152,8396,102.77,13.38,780.85,6.94,6,46.9,-12.57,-6.9,2.69,-0.08,0.1,0.93,1.83,-4.64,3.57
19274800,9,31.215702,-96.361152,8396,102.77,13.38,781.24,7,6,46.9,-12.27,-6.96,2.56,-0.03,-0.03,0.74,1.85,-4.35,3.44
19274900,9,31.215705,-96.361091,8361.88,102.77,13.38,781.88,6.94,6,46.5,-12.39,-7.02,2.62,0.02,0.16,0.62,2.06,-4.42,3.47
19275000,9,31.215726,-96.361015,8326.77,102.77,13.38,782.59,7,6,46.5,-12.45,-6.65,2.38,-0.01,-0.11,0.79,1.88,-4.17,3.47
19275100,9,31.215721,-96.360931,8293.63,93.93,17.4,783.22,7,6,46.7,-12.57,-6.96,2.38,-0.04,-0.03,0.56,1.98,-4.17,3.5
19275200,9,31.215688,-96.360839,8259.84,93.93,17.4,783.61,6.94,6,46.7,-12.15,-6.84,2.62,-0.07,-0.06,0.61,2.02,-4.15,3.49
19275200,9,31.215688,-96.360839,8259.84,93.93,17.4,784.56,7,6.25,47,-12.45,-6.84,2.38,-0.03,-0.02,0.75,1.89,-4.1,3.51
19275300,9,31.215646,-96.360755,8259.84,117.71,20.74,785.19,7,6.25,47.4,-12.51,-6.96,2.44,-0.05,-0.06,0.63,1.89,-4.03,3.6
19275400,9,31.215599,-96.360679,8193.24,124.71,19.46,785.98,7,6.25,47.4,-12.63,-6.9,2.44,-0.03,0.05,0.97,1.98,-4.22,3.47
19275400,9,31.215599,-96.360679,8193.24,124.71,19.46,786.69,7,6.25,47.4,-12.33,-6.9,2.56,0.02,0.02,0.66,1.87,-4.54,3.51
19275500,9,31.215559,-96.360626,8160.76,127.02,14.9,787.32,7,6.25,47.4,-12.45,-6.84,2.5,0,-0.28,0.54,1.78,-3.98,3.63
19275600,8,31.215517,-96.360572,8127.62,127.02,14.9,788.5,7,6.25,47.2,-12.27,-6.84,2.56,-0.15,-0.19,0.77,1.48,-4.41,3.81
19275700,9,31.215467,-96.360504,8095.47,129.24,20.25,789.06,7.06,6.5,47.6,-12.27,-6.65,2.32,-0.08,0.14,0.89,1.87,-4.75,3.71
19275700,9,31.215467,-96.360504,8095.47,129.24,20.25,789.61,7,6.5,47.6,-12.45,-6.9,2.5,-0.05,0,0.6,2.1,-4.46,3.49
19275800,9,31.215425,-96.360412,8059.71,129.24,20.25,790.4,7.06,6.5,47.1,-12.45,-6.71,2.56,0,-0.06,0.75,1.91,-4.37,3.45
19275900,9,31.215415,-96.360343,8032.48,114.26,18.67,790.95,7.06,6.75,47.7,-12.21,-7.08,2.69,0.03,-0.04,0.85,1.91,-4.21,3.48
19280000,9,31.215398,-96.36029,8002.62,114.26,18.67,791.34,7.06,6.75,47.7,-12.45,-6.9,2.69,0.12,-0.08,0.77,1.75,-4.37,3.47
19280100,9,31.21536,-96.360252,7971.13,114.76,14.65,792.37,7.06,6.75,47.7,-12.63,-6.77,2.69,0.03,0.14,0.66,2.23,-4.32,3.57
19280100,9,31.21536,-96.360252,7971.13,114.76,14.65,792.92,7.06,6.75,47.3,-12.27,-7.02,2.75,0.01,-0.19,0.74,1.55,-4.05,3.83
19280200,9,31.215297,-96.360198,7971.13,137.3,17.6,793.47,7.06,6.75,47.8,-12.15,-6.84,2.5,0.04,0.4,0.48,2.18,-4.79,3.85
19280300,9,31.21524,-96.36013,7905.18,133.55,19.25,794.66,7.06,6.75,47.8,-12.51,-7.08,2.62,-0.04,0.22,0.71,1.79,-4.71,3.68
19280300,9,31.21524,-96.36013,7905.18,133.55,19.25,795.21,7.06,6.75,47.8,-12.39,-7.02,2.38,-0.07,0.04,0.75,1.69,-4.32,3.49
19280400,9,31.215202,-96.360061,7871.39,133.55,19.25,795.6,7.13,7,47.6,-12.39,-7.08,2.62,0.04,-0.02,0.87,1.96,-4.39,3.44
19280500,9,31.215167,-96.36,7837.27,133.55,19.25,796.71,7.13,7,47.6,-12.51,-7.08,2.69,-0.16,-0.18,0.54,1.61,-4.27,3.58
19280600,9,31.215127,-96.359947,7803.81,130.31,14.29,797.26,7.13,7,47.5,-12.45,-6.84,2.62,-0.04,0.02,0.82,1.74,-4.31,3.49
19280700,8,31.215066,-96.359886,7766.4,130.31,14.29,798.05,7.13,7,47.5,-12.27,-7.45,2.44,-0.02,-0.11,0.58,1.68,-4.08,3.59
19280700,8,31.215066,-96.359886,7766.4,130.31,14.29,798.68,7.13,7.25,47.7,-12.51,-7.02,2.87,-0.01,-0.02,0.68,1.79,-4.06,3.59
19280800,9,31.215,-96.359809,7732.61,136.33,22.44,799.23,7.13,7.25,48.1,-12.45,-7.02,2.5,0,-0.09,0.7,1.82,-4.04,3.59
19280900,9,31.214942,-96.359733,7698.49,136.33,22.44,800.42,7.13,7.25,48.1,-12.45,-7.14,2.44,-0.05,-0.01,0.66,1.61,-4.22,3.58
19280900,9,31.214942,-96.359733,7698.49,131.03,20.56,800.81,7.13,7.25,48.1,-12.45,-7.02,2.62,-0.02,-0.05,1.04,1.84,-4.29,3.45
19281000,9,31.214902,-96.359657,7698.49,122.94,17.57,801.76,7.13,7.25,48.1,-12.27,-6.9,2.44,-0.07,-0.05,0.58,1.86,-4.42,3.47
19281100,9,31.21486,-96.35958,7698.49,122.94,19.64,802.31,7.13,7.25,47.7,-12.15,-7.02,2.5,0.24,0.02,0.86,2.31,-4.69,4
19281200,9,31.214805,-96.359504,7598.1,128.8,21.83,803.1,7.19,7.25,48,-12.33,-6.9,2.69,-0.1,0.22,0.75,1.54,-4.59,3.95
19281200,9,31.214805,-96.359504,7598.1,128.8,21.83,803.65,7.19,7.5,48,-12.27,-7.2,2.44,-0.25,-0.19,0.94,1.65,-4.11,3.59
19281300,9,31.214759,-96.359436,7567.59,127.11,17.34,804.28,7.19,7.5,47.5,-12.21,-6.9,2.75,-0.15,0.15,1.29,1.78,-4.69,3.64
19281400,9,31.214731,-96.359382,7536.75,129.04,14.38,804.44,7.19,7.75,47.8,-12.08,-6.9,2.75,0.09,-0.29,0.43,1.82,-3.95,3.75
19281500,9,31.214689,-96.359329,7509.19,129.04,14.38,805.23,7.19,7.75,47.8,-12.51,-7.02,2.56,-0.01,-0.39,0.74,1.78,-4.07,3.56
19281600,9,31.214637,-96.35926,7478.67,129.74,16.23,806.18,7.19,7.75,47.8,-12.21,-6.77,2.56,0.08,-0.1,0.91,2.26,-4.38,3.59
19281600,9,31.214637,-96.35926,7478.67,129.74,16.23,807.2,7.25,7.75,47.4,-12.21,-6.77,2.38,-0.12,-0.17,0.59,1.96,-4.07,3.57
19281700,8,31.214586,-96.359184,7445.54,125.83,21.4,807.75,7.19,7.75,47.8,-12.33,-6.65,2.69,-0.09,-0.26,0.65,2.09,-4.25,3.51
19281800,9,31.214519,-96.359115,7413.71,125.83,21.4,808.31,7.25,8,47.9,-12.27,-7.08,2.44,-0.06,-0.09,0.99,2.31,-4.47,3.67
19281800,9,31.214519,-96.359115,7413.71,132.35,19.95,808.94,7.25,8,48,-12.27,-6.65,2.44,0.09,-0.18,0.66,2.19,-4.03,3.73
19281900,9,31.214426,-96.359069,7413.71,147.59,21.15,809.89,7.25,8,48,-12.02,-6.96,2.81,-0.11,-0.01,0.91,1.67,-4.13,3.59
19282000,9,31.214365,-96.359054,7347.44,147.59,21.15,810.52,7.25,8,48,-12.63,-6.9,2.32,-0.2,-0.22,0.59,1.64,-4.15,3.58
19282100,9,31.214302,-96.359016,7317.59,152.1,19.05,811.31,7.31,8,47.5,-12.27,-6.65,2.5,-0.22,-0.28,0.63,1.93,-4.37,3.46
19282100,9,31.214302,-96.359016,7317.59,152.1,19.05,812.02,7.25,8,47.5,-12.33,-6.84,2.5,-0.09,-0.24,0.67,2.2,-4.29,3.55
19282200,9,31.214239,-96.358955,7287.07,152.1,19.05,812.65,7.31,8,47.8,-12.45,-6.84,2.69,-0.1,0,0.94,2.13,-4.09,3.63
19282300,9,31.214162,-96.358894,7256.56,145.86,21.44,813.44,7.31,8,48.5,-12.45,-6.71,2.56,0.1,-0.1,0.64,1.95,-4.04,3.59
19282400,9,31.214088,-96.35884,7221.46,145.86,21.44,813.99,7.31,8,48.5,-12.33,-6.96,2.75,-0.1,-0.06,1.09,1.64,-4.48,3.58
19282400,9,31.214088,-96.35884,7221.46,145.86,21.44,814.78,7.25,8,48.5,-12.21,-6.65,2.62,0.07,0.1,0.85,1.94,-4.72,3.65
19282500,9,31.214027,-96.358787,7221.46,144.11,18.14,815.57,7.31,8,48.6,-12.33,-6.77,2.2,-0.05,0.06,0.63,1.84,-4.64,3.58
19282600,9,31.213979,-96.358726,7152.89,131.99,16.54,815.88,7.25,8,49.2,-12.27,-6.84,2.44,-0.08,0.05,0.59,1.93,-4.57,3.51
19282700,9,31.213951,-96.35865,7118.11,131.99,16.54,816.51,7.31,8.25,49.2,-12.08,-6.96,2.44,-0.04,0.07,0.69,2.13,-4.35,3.5
19282700,9,31.213951,-96.35865,7118.11,119.84,17.68,817.46,7.31,8,49.2,-12.51,-6.96,2.44,-0.06,0.05,0.68,2.05,-4.27,3.47
19282800,9,31.213914,-96.358566,7118.11,119.48,20.99,818.25,7.31,8,49.4,-12.57,-6.77,2.26,-0.11,0.04,0.6,1.89,-4.3,3.45
19282900,9,31.213878,-96.358474,7052.17,122.38,21.63,819.04,7.31,8,49.8,-12.27,-7.08,2.56,-0.08,0.08,0.7,1.94,-4.29,3.46
19282900,9,31.213878,-96.358474,7052.17,122.38,21.63,819.2,7.31,8,49.8,-12.39,-6.84,2.75,-0.11,0.02,0.96,1.98,-3.96,3.69
19283000,9,31.213827,-96.358398,7020.67,131.53,21.97,820.38,7.38,8,49.8,-12.45,-6.9,2.62,-0.1,-0.14,0.4,1.5,-4.15,3.81
19283100,8,31.213762,-96.358329,6990.49,131.53,21.97,820.77,7.31,8,49.4,-12.21,-6.65,2.62,0.02,0.01,0.96,1.85,-4.19,3.49
19283200,9,31.213714,-96.358276,6956.69,137.8,16.12,821.72,7.38,8,49.5,-12.45,-6.77,2.38,0.05,0.19,0.52,2.07,-4.51,3.51
19283300,9,31.213703,-96.358222,6924.87,137.8,16.12,822.51,7.38,8,49.5,-12.27,-7.14,2.62,-0.08,0.03,0.73,1.88,-4.48,3.47
19283300,9,31.213703,-96.358222,6924.87,137.8,16.12,822.9,7.38,8,49.1,-12.15,-6.77,2.44,0.1,-0.22,1.12,2.02,-4.59,3.51
19283400,9,31.213689,-96.358169,6924.87,122.97,13.83,823.69,7.38,8,49.4,-12.33,-6.96,2.75,-0.06,0.15,0.53,1.55,-4.4,3.64
19283500,9,31.213649,-96.358108,6853.02,122.97,13.83,824.64,7.38,8,49.4,-12.51,-6.71,2.75,-0.16,0,0.93,2.09,-4.39,3.47
19283600,9,31.2136,-96.35807,6816.6,122.97,13.83,825.43,7.38,8,49.4,-12.45,-6.77,2.44,-0.23,0.15,0.5,2.17,-4.74,3.74
19283600,9,31.2136,-96.35807,6816.6,138.55,14.66,825.82,7.38,8,49.4,-12.39,-7.02,2.44,-0.04,0.25,0.46,2.12,-4.78,3.8
19283700,9,31.213552,-96.358024,6786.09,138.55,14.66,826.45,7.38,8,48.9,-12.39,-6.77,2.5,-0.06,0.04,0.73,1.91,-4.71,3.63
19283800,8,31.213514,-96.357955,6758.2,135.35,18.22,827.09,7.44,8,49.4,-12.33,-7.08,2.75,-0.05,-0.01,0.59,1.98,-4.53,3.48
19283900,8,31.213483,-96.357902,6727.03,135.35,18.22,827.64,7.44,8,49.4,-12.39,-7.02,2.38,-0.03,0.1,0.64,1.93,-4.58,3.52
19283900,8,31.213483,-96.357902,6727.03,135.35,18.22,828.43,7.5,8.25,48.7,-12.33,-6.77,2.93,-0.03,0.19,0.71,1.61,-4.56,3.66
19284000,8,31.213479,-96.357856,6695.54,135.35,18.22,829.22,7.44,8,48.7,-12.57,-6.59,2.44,-0.12,-0.26,0.94,1.91,-4.16,3.47
19284100,8,31.213478,-96.357841,6666.34,128.3,5.59,829.61,7.44,8.25,48.6,-12.45,-6.9,2.81,0.19,0.06,0.61,1.73,-4.59,3.57
19284200,9,31.21346,-96.357864,6636.48,128.3,5.59,830.32,7.44,8.25,48.6,-12.39,-7.08,2.56,0.12,0.01,0.52,1.93,-4,3.58
19284200,9,31.21346,-96.357864,6636.48,128.3,5.59,831.11,7.44,8.25,48.6,-12.51,-7.14,2.62,-0.02,0.06,0.65,1.92,-4.7,3.61
19284300,9,31.213447,-96.357856,6636.48,143.98,3.94,831.5,7.44,8.25,48.9,-12.51,-6.59,2.69,0.13,-0.31,0.55,1.87,-4.09,3.53
19284400,9,31.213443,-96.357826,6573.16,129.54,7.71,832.69,7.5,8.25,48.9,-12.51,-6.96,2.32,0.12,-0.12,0.69,1.85,-4.39,3.46
19284400,9,31.213443,-96.357826,6573.16,129.54,7.71,833.24,7.44,8.25,48.9,-12.33,-6.9,2.69,0.03,0.07,0.8,2.07,-4.33,3.47
19284500,9,31.213459,-96.35778,6541.67,105.6,12.58,834.26,7.5,8.25,48.9,-12.51,-7.02,2.5,0.08,0,0.72,1.53,-4.21,3.67
19284600,9,31.213436,-96.357696,6541.67,106.67,15.42,834.97,7.5,8.25,48.6,-12.21,-7.14,2.56,0.04,0.09,0.74,2.16,-4.76,3.78
19284700,9,31.213411,-96.357643,6480.97,110.1,11.38,835.76,7.56,8.5,49.3,-12.51,-6.96,2.56,-0.01,0.08,0.86,2.18,-4.46,3.54
19284700,9,31.213411,-96.357643,6480.97,110.1,11.38,836.4,7.5,8.25,49.3,-12.27,-6.71,2.56,-0.12,0.03,0.59,1.77,-4.37,3.46
19284800,9,31.213424,-96.357612,6450.79,110.1,11.38,836.95,7.56,8.5,49.6,-12.57,-7.02,2.75,-0.14,-0.09,0.6,1.8,-4.37,3.46
19284900,9,31.21343,-96.357582,6420.6,96.2,7.13,837.58,7.56,8.5,50,-12.33,-6.9,2.75,-0.01,-0.02,0.59,1.92,-4.65,3.57
19285000,9,31.213428,-96.357543,6390.75,96.2,7.13,837.97,7.5,8.5,50,-12.76,-6.84,2.26,0,0.05,0.7,1.53,-4.28,3.66
19285100,9,31.213407,-96.357498,6360.89,98.58,6.64,838.92,7.5,8.5,50,-12.33,-7.08,2.44,0,0.01,0.63,2.29,-4.36,3.61
19285100,9,31.213407,-96.357498,6360.89,98.58,6.64,839.71,7.56,8.5,49.6,-12.51,-6.59,2.32,0.05,0.22,0.64,1.67,-4.66,3.7
19285200,9,31.213403,-96.35746,6327.43,100.34,8.18,840.5,7.56,8.5,50,-12.33,-6.9,2.81,0.08,-0.23,0.72,1.93,-4.08,3.54
19285300,9,31.213422,-96.357429,6296.92,100.34,8.18,841.05,7.56,8.75,50,-12.57,-6.77,2.38,-0.03,0.02,0.74,2.1,-4.34,3.5
19285300,9,31.213422,-96.357429,6296.92,88.65,7.68,841.6,7.56,8.75,50,-12.27,-6.9,2.5,-0.03,-0.02,0.65,2.07,-4.44,3.48
19285400,9,31.21347,-96.357421,6296.92,42.28,10.58,842.63,7.56,8.75,49.4,-12.45,-6.9,2.5,-0.06,-0.01,0.61,1.85,-4.52,3.49
19285500,9,31.213508,-96.357398,6234.25,42.28,10.58,843.34,7.56,8.75,49.4,-12.33,-6.77,2.87,-0.03,-0.12,0.8,2,-4.38,3.46
19285600,9,31.213529,-96.357368,6205.05,36.75,7.23,843.97,7.56,8.75,49.7,-12.57,-6.84,2.87,0.06,-0.23,0.66,2.25,-4.56,3.65
19285600,9,31.213529,-96.357368,6205.05,36.75,7.23,844.76,7.56,8.75,49.7,-12.27,-6.77,2.75,-0.08,-0.08,0.74,1.92,-4.06,3.55
19285700,9,31.213525,-96.357345,6170.6,36.75,7.23,845.47,7.56,9,49.7,-12.45,-6.84,2.08,-0.06,-0.07,0.55,1.62,-4.17,3.61
19285800,9,31.21351,-96.35736,6135.83,53.66,3.77,846.1,7.63,9,50.1,-12.27,-6.84,2.69,0,-0.08,0.79,1.87,-4.5,3.48
19285900,8,31.2135,-96.357383,6104.66,53.66,3.77,847.05,7.63,9,50.1,-12.39,-6.96,2.5,-0.16,-0.16,0.72,1.99,-4.31,3.45
19285900,8,31.2135,-96.357383,6104.66,53.66,3.77,847.44,7.63,9,49.7,-12.57,-7.08,2.69,-0.07,-0.03,0.43,1.96,-4.43,3.48
19290000,9,31.213489,-96.357406,6072.18,53.66,3.77,848.39,7.63,9,50.1,-12.33,-6.96,2.44,-0.07,-0.02,0.77,1.61,-4.6,3.71
19290100,9,31.213466,-96.357406,6042.65,204.16,6.67,848.94,7.69,9.25,50.1,-12.57,-6.96,2.62,0.02,-0.23,0.71,1.65,-3.99,3.87
19290200,9,31.213439,-96.357398,6013.12,204.16,6.67,849.57,7.63,9.25,50.1,-12.15,-6.84,2.69,-0.06,-0.24,0.71,1.71,-3.95,3.79
19290200,9,31.213439,-96.357398,6013.12,204.16,6.67,850.36,7.69,9.25,49.8,-12.63,-6.9,2.81,-0.17,-0.21,0.48,1.64,-4.08,3.67
19290300,9,31.213438,-96.357353,5983.6,176.3,8.83,851.07,7.69,9.25,50.2,-12.21,-6.9,2.44,-0.12,-0.03,0.86,1.85,-4.21,3.49
19290400,9,31.213449,-96.357315,5954.07,176.3,8.83,851.7,7.69,9.25,50.2,-12.15,-7.2,2.62,0.02,0.09,1.2,2.2,-4.49,3.57
19290400,9,31.213449,-96.357315,5954.07,145.01,7.6,852.49,7.63,9.25,50.2,-12.76,-6.96,2.56,-0.22,0.05,0.67,1.81,-4.51,3.52
19290500,9,31.213478,-96.357322,5954.07,140.08,2.87,853.44,7.69,9.5,50.2,-12.45,-6.77,2.44,-0.08,0.03,0.64,1.91,-4.2,3.47
19290600,9,31.213483,-96.357307,5954.07,131.37,3.98,854.38,7.75,9.5,49.6,-12.33,-6.9,2.38,0,-0.03,0.65,1.54,-4.28,3.67
19290700,9,31.213476,-96.357292,5866.47,129.54,7.04,854.94,7.69,9.5,50.1,-12.39,-6.96,2.69,0.01,-0.17,0.87,1.7,-4.72,3.8
19290700,9,31.213476,-96.357292,5866.47,129.54,7.04,855.49,7.69,9.5,50.1,-12.27,-7.32,2.62,-0.08,0.28,0.46,1.86,-4.78,3.78
19290800,9,31.213466,-96.357254,5834.32,129.54,7.04,856.04,7.75,9.5,49.6,-12.27,-6.96,2.32,-0.24,0.16,0.7,1.58,-4.41,3.62
19290900,9,31.213474,-96.357231,5800.2,111.53,6.1,857.07,7.69,9.75,50.3,-12.33,-6.84,2.44,-0.16,-0.03,0.93,1.84,-4.18,3.5
19291000,9,31.213483,-96.357223,5768.04,111.53,6.1,857.38,7.69,9.75,50.3,-12.51,-6.59,2.44,-0.09,-0.11,0.35,1.84,-3.99,3.63
19291100,9,31.213487,-96.357223,5735.89,110.35,1.83,858.57,7.75,9.75,50.3,-11.96,-7.02,2.5,-0.18,-0.32,0.61,1.63,-4.22,3.57
19291100,9,31.213487,-96.357223,5735.89,110.35,1.83,859.2,7.75,9.75,49.9,-12.33,-6.96,2.44,-0.16,-0.16,1.06,2,-4.5,3.5
19291200,9,31.213493,-96.357208,5703.74,102.68,4.15,860.14,7.75,9.75,50.3,-12.33,-7.14,2.75,-0.12,0.03,0.88,2.07,-4.78,3.75
19291300,8,31.213485,-96.357177,5671.92,102.68,4.15,860.7,7.81,9.75,50.3,-12.27,-7.02,2.5,-0.1,0.11,0.54,1.78,-4.7,3.71
19291300,8,31.213485,-96.357177,5671.92,106.78,6.95,861.33,7.81,9.75,49.9,-12.15,-6.96,2.56,0.06,0.18,1.04,1.83,-4.61,3.58
19291400,8,31.21347,-96.357162,5671.92,113.2,3.82,862.43,7.75,9.75,50.3,-12.45,-6.59,2.69,-0.02,-0.04,0.47,1.81,-4.18,3.5
19291500,8,31.213466,-96.35717,5609.25,113.2,3.82,862.83,7.81,10,50.3,-11.96,-7.02,2.69,0.13,0.44,0.89,2.06,-4.68,3.63
19291600,9,31.213462,-96.35717,5578.74,127.72,1.38,863.62,7.81,10,49.8,-12.39,-6.71,2.62,-0.01,-0.13,0.89,1.71,-4.3,3.5
19291600,9,31.213462,-96.35717,5578.74,127.72,1.38,864.25,7.81,10,49.8,-12.39,-6.77,2.56,-0.02,0.07,0.79,1.78,-4.36,3.47
19291700,9,31.213462,-96.357162,5544.95,127.72,1.38,864.8,7.81,10,50,-12.39,-6.96,2.38,-0.08,0.02,0.51,1.73,-4.14,3.54
19291800,9,31.213434,-96.357109,5510.17,120.8,9.17,865.75,7.81,10,50.3,-12.7,-6.84,2.32,-0.09,-0.02,0.72,1.88,-4.15,3.5
19291900,9,31.213405,-96.357063,5476.05,120.8,9.17,866.38,7.81,10,50.3,-12.33,-6.65,2.81,-0.13,0.05,0.56,1.79,-4.14,3.5
19291900,9,31.213405,-96.357063,5476.05,120.8,9.17,867.17,7.88,10.25,50,-12.51,-6.84,2.81,-0.06,-0.03,0.88,1.49,-4.27,3.75
19292000,9,31.213371,-96.357032,5445.54,120.8,9.17,867.72,7.88,10.25,50.3,-12.39,-6.84,2.56,-0.07,0.28,0.45,1.92,-4.82,3.8
19292100,8,31.213359,-96.357009,5413.39,142.14,5.06,868.9,7.88,10.25,50.3,-12.45,-6.96,2.44,-0.05,0.18,0.79,1.83,-4.59,3.53
19292200,9,31.213371,-96.356986,5386.15,142.14,5.06,869.45,7.88,10.25,50.3,-12.45,-6.65,2.5,-0.23,0.11,0.5,1.7,-4.54,3.58
19292200,9,31.213371,-96.356986,5386.15,142.14,5.06,870.01,7.88,10.5,50,-12.45,-7.14,2.69,-0.04,0.2,0.68,2.14,-4.59,3.59
19292300,9,31.213388,-96.356925,5386.15,100.75,13.28,870.8,7.88,10.5,50.4,-12.39,-6.96,2.56,-0.13,-0.01,0.8,2.15,-4.37,3.51
19292400,9,31.213397,-96.356849,5320.87,90.24,16.57,871.82,7.88,10.5,50.4,-12.51,-7.02,2.62,0.04,-0.06,0.54,2.01,-4.2,3.5
19292400,9,31.213397,-96.356849,5320.87,90.24,16.57,872.37,7.94,10.5,50.4,-12.08,-6.77,2.56,-0.1,-0.11,0.43,1.98,-4.26,3.48
19292500,8,31.213405,-96.356781,5292,85.99,13.5,872.93,7.94,10.5,50.4,-12.27,-6.71,2.87,-0.06,0.01,0.57,1.61,-4.62,3.76
19292600,9,31.213401,-96.356735,5261.48,85.99,13.5,873.87,7.94,10.75,50,-12.21,-6.96,2.69,-0.04,-0.14,0.9,1.57,-4.17,3.67
19292700,9,31.213384,-96.356689,5232.61,97.34,9.8,874.27,7.88,10.75,50.4,-12.51,-6.96,2.32,0.05,0.21,0.55,1.88,-4.43,3.47
19292800,9,31.213382,-96.356643,5204.07,97.34,9.8,874.9,7.94,10.75,50.4,-12.27,-6.84,2.62,0.08,-0.28,0.42,1.83,-4.24,3.49
19292800,9,31.213382,-96.356643,5204.07,97.34,9.8,875.45,7.94,10.75,50,-12.08,-6.9,2.69,-0.1,0.34,0.05,1.58,-4.29,3.63
19292900,9,31.213367,-96.35659,5170.6,93.78,10.96,876.63,7.94,10.75,50.5,-12.39,-6.71,2.81,-0.18,-0.13,0.5,1.46,-4.25,3.98
19293000,8,31.213346,-96.356536,5137.14,93.78,10.96,877.42,7.94,10.75,50.5,-12.15,-7.26,2.32,-0.24,-0.16,0.54,1.49,-4.13,3.89
19293100,9,31.213346,-96.356483,5100.39,105.8,13.51,878.53,8,8.5,50.5,-12.02,-6.77,2.81,-0.16,0,0.85,1.7,-4.31,3.5
19293100,9,31.213346,-96.356483,5100.39,105.8,13.51,879.16,8,11,50,-12.39,-6.9,2.5,-0.09,-0.02,0.69,1.82,-4.36,3.47
19293200,9,31.213365,-96.356452,5065.94,93.82,8.38,879.71,8,11,50.5,-12.45,-6.9,2.75,-0.02,0.01,0.44,1.72,-4.43,3.52
19293300,9,31.213388,-96.356452,5027.56,88.75,2.92,880.5,8,11,50.5,-12.33,-7.14,2.56,-0.08,-0.15,0.78,1.72,-4.44,3.53
19293300,9,31.213388,-96.356452,5027.56,88.75,2.92,881.29,8,11,50.5,-12.33,-7.08,2.44,-0.15,-0.17,0.68,1.7,-4.53,3.58
