TIME,SATS,LATITUDE,LONGITUDE,ALT,COURSE,SPEED,PRESSURE,INTTEMP,EXTTEMP,HUMIDITY,GX,GY,GZ,AX,AY,AZ,MX,MY,MZ
16362700,4,31.914642,-98.599166,1936.68,75.9,4.38,1004.13,18.44,8.5,49.8,-12.21,-6.96,2.44,-0.15,-0.08,0.63,1.17,-3.1,5.73
16362800,5,31.91455,-98.599166,1946.85,75.9,4.38,1004.13,18.37,14.75,49.8,-12.63,-6.96,2.38,-0.15,-0.09,0.64,1.18,-3.09,5.72
16362800,5,31.91455,-98.599166,1946.85,75.9,4.38,1004.29,18.37,14.5,49.7,-12.51,-6.84,2.5,-0.15,-0.09,0.63,1.17,-3.11,5.73
16362900,6,31.91459,-98.599464,1873.69,80.31,1.86,1004.29,18.31,14.25,50.1,-12.33,-6.59,2.69,-0.15,-0.05,0.61,1.17,-3.1,5.73
16363000,6,31.914596,-98.599586,1840.88,80.31,1.86,1004.29,18.31,14,50.1,-12.63,-6.9,2.62,-0.11,-0.04,0.65,1.2,-3.04,5.73
16363000,6,31.914596,-98.599586,1840.88,80.31,1.86,1004.29,18.31,13.75,49.7,-12.39,-6.84,2.38,-0.12,-0.07,0.57,1.18,-3.09,5.74
16363100,7,31.914594,-98.599678,1816.93,80.31,1.86,1004.13,18.25,13.75,49.7,-12.39,-7.2,2.69,-0.13,-0.12,0.64,1.17,-3.04,5.73
16363200,7,31.914592,-98.599739,1798.23,80.83,0.76,1004.53,18.31,14,50.7,-12.39,-6.96,2.62,-0.12,-0.13,0.65,1.18,-3.07,5.72
16363300,7,31.914594,-98.599792,1780.84,80.83,0.76,1004.29,18.31,14.25,50.7,-12.45,-6.9,2.81,-0.14,-0.13,0.61,1.17,-3.05,5.72
16363300,7,31.914594,-98.599792,1780.84,80.83,0.76,1004.29,18.31,14.25,51.9,-12.27,-6.77,2.75,-0.17,-0.12,0.61,1.17,-3.07,5.73
16363400,7,31.914592,-98.599845,1758.2,80.83,0.71,1004.29,18.31,14.25,52.3,-12.27,-6.71,2.62,-0.16,-0.14,0.62,1.17,-3.07,5.73
16363500,7,31.914598,-98.599891,1743.11,80.83,0.71,1004.29,18.31,14.25,52.3,-12.33,-6.71,2.5,-0.15,-0.1,0.62,1.16,-3.06,5.74
16363500,7,31.914598,-98.599891,1743.11,80.83,0.69,1004.29,18.31,14,51.4,-12.57,-6.96,2.56,-0.15,-0.13,0.6,1.18,-3.04,5.7
16363600,7,31.914609,-98.599922,1743.11,80.83,1.25,1004.29,18.25,13.75,51.2,-12.33,-6.96,2.38,-0.12,-0.13,0.63,1.18,-3.07,5.72
16363700,7,31.914606,-98.599945,1721.78,80.83,0.83,1004.29,18.25,14,50.1,-12.15,-7.2,2.56,-0.12,-0.12,0.63,1.17,-3.06,5.72
16363800,7,31.914604,-98.599952,1715.88,80.83,0.83,1004.29,18.31,14.25,50.1,-12.15,-6.71,2.38,-0.16,-0.04,0.64,1.17,-3.08,5.74
16363800,7,31.914604,-98.599952,1715.88,80.83,0.41,1004.13,18.25,14.25,50.1,-12.33,-6.65,2.62,-0.14,-0.19,0.49,1.14,-3.01,5.74
16363900,7,31.914598,-98.599967,1715.88,80.83,0.63,1004.53,18.31,14.25,50.1,-12.45,-6.77,2.81,0.09,-0.1,0.56,1.51,-2.8,5.71
16364000,7,31.914583,-98.59999,1697.18,80.83,0.53,1004.13,18.31,15.75,50.9,-12.27,-6.41,2.44,0.04,-0.3,0.61,1.6,-2.78,5.78
16364000,7,31.914583,-98.59999,1697.18,80.83,0.53,1004.29,18.31,17.5,50.9,-12.45,-6.71,2.99,0.05,-0.34,0.4,1.66,-2.9,5.64
16364100,7,31.91455,-98.600006,1679.79,80.83,0.53,1004.13,18.37,18,50.9,-12.21,-7.08,2.69,0.08,-0.38,0.61,1.8,-3.15,5.39
16364200,7,31.914527,-98.600021,1667.98,80.83,0.53,1004.13,18.31,17.25,49.7,-12.15,-6.9,2.75,0.1,-0.34,0.61,1.8,-3.17,5.39
16364300,7,31.914497,-98.600044,1650.26,80.83,0.26,1004.29,18.31,16.5,50,-12.33,-6.9,2.62,0.1,-0.33,0.6,1.82,-3.17,5.4
16364400,7,31.914482,-98.600067,1640.42,80.83,0.26,1004.53,18.31,16.25,50,-12.27,-6.9,2.5,0.13,-1.79,0.52,1.81,-3.19,5.28
16364400,7,31.914482,-98.600067,1640.42,80.83,0.26,1004.29,18.31,16,49.6,-12.63,-6.65,2.26,0.1,-0.25,0.53,1.89,-3.28,5.29
16364500,7,31.914474,-98.600082,1633.86,80.83,0.1,1004.29,18.25,16,50,-12.39,-7.14,2.69,0.05,-0.19,0.45,1.9,-3.29,5.28
16364600,7,31.914468,-98.60009,1629.59,80.83,0.1,1004.29,18.25,16,50,-12.33,-7.02,2.5,0.09,-0.25,0.54,1.89,-3.25,5.28
16364700,7,31.914459,-98.600097,1626.31,80.83,0.26,1004.13,18.31,15.75,50,-12.33,-7.02,2.44,0.19,-0.29,0.6,1.92,-3.26,5.33
16364700,7,31.914459,-98.600097,1626.31,80.83,0.24,1004.29,18.25,15.5,49.6,-12.39,-6.77,2.56,0.21,-0.19,0.52,1.92,-3.28,5.33
16364800,7,31.914445,-98.600105,1626.31,80.83,0.53,1004.29,18.31,15.5,50,-12.33,-6.71,2.5,0.22,-0.24,0.58,1.93,-3.29,5.33
16364900,7,31.914434,-98.600112,1618.11,80.83,0.7,1004.29,18.31,15.25,49.7,-12.45,-7.02,2.87,0.2,-0.21,0.56,1.92,-3.28,5.32
16364900,7,31.914434,-98.600112,1618.11,80.83,0.7,1004.53,18.31,15.25,49.7,-12.57,-7.14,2.5,0.19,-0.27,0.58,1.91,-3.25,5.32
16365000,7,31.914426,-98.60012,1614.83,80.83,0.45,1004.29,18.31,15,49.1,-12.21,-6.84,2.38,0.11,-0.21,0.55,1.89,-3.26,5.32
16365100,7,31.914428,-98.600112,1615.16,80.83,0.45,1004.29,18.31,14.75,49.1,-12.33,-6.53,2.69,0.17,-0.27,0.58,1.91,-3.25,5.32
16365200,7,31.914424,-98.60012,1615.16,80.83,0.14,1004.29,18.31,14.5,48.9,-12.27,-6.9,2.5,0.16,-0.25,0.63,1.91,-3.28,5.31
16365200,7,31.914424,-98.60012,1615.16,80.83,0.14,1004.13,18.31,14.5,48.9,-12.33,-6.84,2.44,0.17,-0.24,0.59,1.91,-3.25,5.32
16365300,7,31.914424,-98.60012,1614.5,80.83,0.14,1004.29,18.31,14.5,49.6,-12.39,-6.84,2.14,0.15,-0.25,0.55,1.91,-3.27,5.33
16365400,7,31.914422,-98.60012,1612.2,80.83,0.41,1004.29,18.31,14.5,50,-12.39,-6.84,2.62,0.14,-0.27,0.55,1.91,-3.29,5.34
16365500,7,31.914419,-98.600135,1607.61,80.83,0.41,1004.29,18.25,14.25,50,-12.39,-6.9,2.38,0.08,-0.13,0.59,1.9,-3.29,5.27
16365500,7,31.914419,-98.600135,1607.61,80.83,0.41,1004.13,18.31,14.5,49.6,-12.45,-7.14,2.62,0.05,-0.13,0.61,1.85,-3.32,5.24
16365600,7,31.914413,-98.600143,1601.38,80.83,0.41,1004.13,18.31,15.5,50,-12.45,-7.2,2.56,0.06,-0.08,0.61,1.85,-3.31,5.23
16365700,7,31.914411,-98.600158,1595.14,80.83,0.36,1004.53,18.25,15.25,49.7,-12.27,-6.77,2.56,0.05,0.01,0.67,1.87,-3.33,5.24
16365800,7,31.914409,-98.600166,1591.86,80.83,0.36,1004.29,18.31,15.25,49.7,-12.45,-6.96,2.5,0.05,-0.06,0.62,1.87,-3.31,5.22
16365800,7,31.914409,-98.600166,1591.86,80.83,0.36,1004.29,18.31,15,49.6,-12.15,-6.9,2.38,0.12,0.09,0.71,1.88,-3.36,5.24
16365900,7,31.914405,-98.600166,1589.57,80.83,0.22,1004.13,18.31,15,49.9,-12.02,-7.02,2.38,0.09,0.12,0.61,1.89,-3.35,5.24
16370000,7,31.914407,-98.600173,1585.63,80.83,0.22,1004.13,18.25,15.25,50,-12.21,-6.77,2.5,0.06,0.15,0.66,1.87,-3.31,5.23
16370000,7,31.914407,-98.600173,1585.63,80.83,0.17,1004.13,18.31,15,50,-12.51,-6.84,2.44,0.08,0.09,0.63,1.87,-3.28,5.21
16370100,7,31.914407,-98.600181,1585.63,80.83,0.26,1004.13,18.31,15.25,50,-12.15,-6.84,2.56,0.1,-0.01,0.67,1.86,-3.25,5.24
16370200,7,31.914402,-98.600189,1585.63,80.83,0.47,1004.13,18.31,15,55.8,-12.15,-6.77,2.5,0.07,0.04,0.68,1.85,-3.28,5.23
16370300,7,31.914396,-98.600189,1572.51,80.83,0.44,1004.13,18.31,15,55.8,-12.27,-6.84,2.56,0.03,0.13,0.72,1.87,-3.27,5.23
16370300,7,31.914396,-98.600189,1572.51,80.83,0.44,1004.13,18.31,15,55.8,-12.27,-7.08,2.32,-0.03,0.01,0.52,1.73,-3.24,5.15
16370400,7,31.91439,-98.600189,1568.24,80.83,0.44,1004.13,18.31,14.75,52.9,-12.51,-6.77,2.44,-0.08,-0.12,0.79,1.61,-3.21,5.16
16370500,7,31.914379,-98.600189,1563.98,80.83,0.98,1004.13,18.31,14.5,52.7,-12.33,-6.84,2.81,-0.2,0.01,0.6,1.47,-3.23,5.16
16370600,7,31.914365,-98.600189,1559.71,80.83,0.98,1004.13,18.31,14,52.7,-12.33,-6.77,2.5,-0.09,-0.07,0.78,1.43,-3.28,5.13
16370700,7,31.914356,-98.600196,1556.43,110.19,1.73,1004.13,18.31,13.75,52.7,-12.39,-6.71,2.44,-0.05,0.04,0.86,1.37,-3.33,5.23
16370700,7,31.914356,-98.600196,1556.43,110.19,1.73,1004.29,18.31,13.5,49.6,-12.21,-6.9,2.44,-0.03,0.13,0.74,1.41,-3.43,5.25
16370800,7,31.914346,-98.600196,1556.1,148.23,2.52,1004.29,18.31,13.25,49.8,-12.33,-7.2,2.32,-0.01,0.14,0.64,1.41,-3.42,5.26
16370900,7,31.914333,-98.600196,1553.15,148.23,2.52,1004.13,18.31,13.25,49.8,-12.51,-7.14,2.75,0.01,-0.17,0.9,1.44,-3.41,5.22
16370900,7,31.914333,-98.600196,1553.15,148.23,2.52,1004.29,18.31,13.25,49.4,-12.63,-6.59,2.32,-0.12,0.08,0.49,1.37,-3.45,5.28
16371000,7,31.914308,-98.600219,1540.68,162.43,2.96,1004.29,18.31,13.25,49.8,-12.21,-6.77,2.44,-0.16,0.23,0.62,1.34,-3.44,5.31
16371100,7,31.914281,-98.600227,1530.18,162.43,2.96,1004.29,18.31,13,49.8,-12.27,-7.14,2.5,0.02,0.06,0.65,1.42,-3.42,5.23
16371200,8,31.914255,-98.600242,1520.34,162.93,2.85,1004.29,18.31,12.75,49.3,-12.21,-7.02,2.62,0.02,-0.13,0.67,1.47,-3.44,5.21
16371200,8,31.914255,-98.600242,1520.34,162.74,3.14,1004.29,18.31,12.75,49.3,-12.33,-7.02,2.69,-0.04,-0.03,0.67,1.5,-3.43,5.2
16371300,8,31.914228,-98.60025,1520.34,165.8,3.6,1004.29,18.25,12.75,49.5,-12.27,-7.14,2.56,-0.07,-0.15,0.76,1.53,-3.47,5.2
16371400,9,31.914203,-98.60025,1509.19,163.15,3.77,1004.13,18.31,12.5,49.8,-12.33,-6.77,2.62,-0.02,0,0.51,1.55,-3.52,5.23
16371400,9,31.914203,-98.60025,1509.19,163.15,3.77,1004.13,18.31,12.5,49.8,-12.33,-6.65,2.5,0.01,0.07,0.67,1.57,-3.49,5.22
16371500,9,31.91418,-98.60025,1502.62,163.15,3.77,1004.13,18.31,12.5,49.4,-12.57,-6.84,2.81,-0.02,0.02,0.61,1.55,-3.52,5.23
16371600,9,31.914155,-98.60025,1498.03,163.15,3.77,1004.13,18.25,12.5,49.4,-12.45,-6.96,2.62,-0.05,-0.1,0.71,1.56,-3.52,5.23
16371700,9,31.914142,-98.600242,1497.38,155.34,3.73,1004.13,18.31,12.5,49.5,-12.27,-7.08,2.75,0.01,-0.01,0.57,1.55,-3.52,5.24
16371800,9,31.914123,-98.600234,1494.75,155.34,3.73,1004.13,18.31,12.5,49.5,-12.33,-6.84,2.69,0.03,-0.12,0.79,1.56,-3.48,5.21
16371800,9,31.914123,-98.600234,1494.75,155.34,3.73,1004.13,18.25,12.5,49.3,-12.45,-6.77,2.56,-0.01,-0.06,0.56,1.54,-3.47,5.22
16371900,9,31.914106,-98.600227,1493.44,154.11,3.67,1004.13,18.31,12.5,49.8,-12.45,-6.96,2.62,-0.07,-0.07,0.72,1.52,-3.5,5.22
16372000,9,31.914087,-98.600227,1490.81,154.11,3.67,1004.29,18.31,12.5,49.8,-12.45,-7.08,2.56,0.02,-0.04,0.51,1.54,-3.51,5.22
16372000,9,31.914087,-98.600227,1490.81,156.67,3.68,1004.13,18.31,12.5,49.8,-12.45,-7.08,2.69,-0.01,-0.01,0.64,1.52,-3.47,5.21
16372100,9,31.914068,-98.600219,1490.81,154.79,3.84,1004.13,18.25,12.5,49.8,-12.08,-6.96,2.44,0.02,-0.01,0.65,1.54,-3.49,5.22
16372200,9,31.914049,-98.600212,1490.81,151.6,3.67,1004.13,18.25,12.5,49.4,-12.33,-6.77,2.44,0.02,0.01,0.7,1.51,-3.51,5.23
16372300,10,31.914035,-98.600204,1490.81,149.26,3.52,1004.13,18.25,12.5,49.7,-12.27,-6.9,2.5,0,0.07,0.67,1.5,-3.5,5.22
16372300,10,31.914035,-98.600204,1490.81,149.26,3.52,1004.13,18.31,12.25,49.7,-12.21,-6.9,2.44,0.04,0.11,0.72,1.49,-3.5,5.23
16372400,10,31.91402,-98.600196,1491.14,149.26,3.52,1004.13,18.25,12.25,49.3,-12.39,-6.9,2.5,-0.03,0.09,0.63,1.44,-3.5,5.26
16372500,10,31.914009,-98.600189,1490.16,148.76,3.45,1004.13,18.31,12.5,49.8,-12.39,-7.02,2.69,0,0.02,0.68,1.45,-3.5,5.25
16372600,10,31.914001,-98.600166,1487.86,148.76,3.45,1004.13,18.31,12.5,49.8,-12.39,-6.84,2.44,0.05,-0.03,0.68,1.47,-3.48,5.23
16372700,10,31.913993,-98.600151,1485.56,148.38,3.19,1004.13,18.31,9.5,49.8,-12.39,-6.77,2.75,0.03,0,0.61,1.43,-3.48,5.23
16372700,10,31.913993,-98.600151,1485.56,148.38,3.19,1004.29,18.25,12.5,49.3,-12.45,-6.96,2.62,0.02,0.01,0.61,1.42,-3.42,5.22
16372800,10,31.913986,-98.600135,1485.56,150.22,3.15,1004.29,18.25,12.5,49.7,-12.57,-7.02,2.93,-0.01,0.02,0.71,1.4,-3.42,5.21
16372900,10,31.91398,-98.60012,1484.25,145.46,3.06,1004.29,18.31,12.5,49.7,-12.39,-7.02,2.69,0.01,-0.03,0.55,1.4,-3.37,5.2
16372900,10,31.91398,-98.60012,1484.25,145.46,3.06,1004.53,18.25,12.25,49.7,-12.39,-6.96,2.56,0,-0.03,0.56,1.38,-3.35,5.2
16373000,10,31.913972,-98.600112,1486.88,145.46,3.06,1004.13,18.31,12.25,49.3,-12.45,-7.14,2.56,-0.02,-0.07,0.7,1.38,-3.38,5.21
16373100,10,31.913969,-98.600097,1489.5,145.46,3.06,1004.29,18.31,12.25,49.3,-12.45,-7.02,2.38,0.02,0.05,0.65,1.37,-3.36,5.21
16373200,10,31.913965,-98.60009,1492.45,143.89,1.51,1004.29,18.25,12.25,49.3,-12.45,-6.77,2.5,0.01,0.02,0.64,1.37,-3.29,5.21
16373300,10,31.913963,-98.600082,1495.08,143.89,1.51,1004.13,18.25,12.25,49.3,-12.21,-6.71,2.44,0,0,0.6,1.4,-3.13,5.19
16373300,10,31.913963,-98.600082,1495.08,143.89,1.51,1004.29,18.25,12.25,49.3,-12.39,-6.96,2.69,0,0.06,0.59,1.5,-3.11,5.17
16373400,10,31.913965,-98.600074,1495.08,131.44,0.84,1004.13,18.25,12.25,49.7,-12.33,-6.96,2.38,0.04,0.1,0.64,1.59,-3.11,5.16
16373500,10,31.91397,-98.600074,1498.36,131.44,0.51,1004.13,18.25,12.25,49.8,-12.33,-6.84,2.38,0,-0.03,0.67,1.59,-3.07,5.18
16373500,10,31.91397,-98.600074,1498.36,131.44,0.51,1004.13,18.31,12.25,49.8,-12.15,-6.84,2.93,0.01,0.02,0.64,1.59,-3.05,5.17
16373600,10,31.91397,-98.600074,1499.34,131.44,0.38,1004.13,18.25,12.25,49.8,-12.02,-6.71,2.44,-0.05,0.02,0.66,1.57,-3.07,5.17
16373700,10,31.91397,-98.600074,1499.34,131.44,0.38,1004.13,18.31,12.25,49.2,-12.45,-7.02,2.38,0,-0.03,0.62,1.51,-3.09,5.17
16373800,10,31.913967,-98.600067,1500,131.44,0.45,1004.13,18.31,12.25,49.7,-12.39,-7.2,2.62,0.04,-0.05,0.68,1.52,-3.08,5.18
16373900,10,31.913967,-98.600067,1500,131.44,0.45,1004.13,18.25,12.25,49.7,-12.15,-7.02,2.56,-0.05,-0.05,0.64,1.49,-3.05,5.19
16373900,10,31.913967,-98.600067,1500,131.44,0.45,1004.29,18.31,12.25,49.4,-12.51,-6.96,2.81,-0.02,-0.03,0.67,1.47,-3.1,5.2
16374000,10,31.913965,-98.600074,1500,131.44,0.18,1004.29,18.25,12.25,49.7,-12.27,-6.84,2.62,-0.02,-0.01,0.65,1.44,-3.12,5.19
16374100,10,31.913965,-98.600074,1500,131.44,0.18,1004.29,18.31,12.25,49.7,-12.63,-6.96,2.32,0.06,-0.21,0.63,1.42,-3.1,5.19
16374200,10,31.913963,-98.600074,1500,131.44,0.05,1004.29,18.31,12.25,49.4,-12.27,-7.2,2.38,0,-0.09,0.62,1.37,-3.17,5.21
16374200,10,31.913963,-98.600074,1500,131.44,0.15,1004.29,18.25,12.25,49.4,-12.45,-6.96,2.5,-0.11,-0.06,0.58,1.35,-3.17,5.2
16374300,10,31.913963,-98.600074,1500,131.44,0.02,1004.29,18.25,12,49.3,-12.33,-6.84,2.44,-0.02,-0.06,0.68,1.38,-3.2,5.18
16374400,10,31.913963,-98.600074,1500,131.44,0.01,1004.29,18.31,12.25,49.7,-12.39,-6.65,2.62,0,0,0.69,1.39,-3.22,5.18
16374500,10,31.913963,-98.600074,1500,131.44,0.01,1004.13,18.25,12,49.7,-12.45,-6.59,2.56,0,0.05,0.63,1.39,-3.21,5.17
16374500,10,31.913963,-98.600074,1500,131.44,0.01,1004.29,18.31,12,49.3,-12.45,-6.96,2.38,-0.02,-0.01,0.65,1.36,-3.24,5.2
16374600,10,31.913963,-98.600074,1500,131.44,0.01,1004.29,18.31,12.25,49.3,-12.15,-7.14,2.62,-0.01,-0.01,0.65,1.38,-3.21,5.19
16374700,10,31.913963,-98.600074,1500,131.44,0,1004.29,18.31,12,49.5,-12.15,-7.02,2.14,-0.01,0,0.65,1.37,-3.23,5.19
16374800,10,31.913963,-98.600074,1500,131.44,0,1004.29,18.25,12,49.5,-12.33,-7.02,2.75,0,0,0.65,1.38,-3.21,5.18
16374800,10,31.913963,-98.600074,1500,131.44,0,1004.29,18.31,12,49.3,-12.45,-6.77,2.5,-0.02,0,0.65,1.37,-3.2,5.18
16374900,10,31.913963,-98.600074,1500,131.44,0,1004.29,18.31,12.25,49.7,-12.51,-6.84,2.56,-0.02,-0.01,0.66,1.37,-3.22,5.19
16375000,9,31.913963,-98.600074,1500,131.44,0,1004.53,18.31,12.25,49.8,-12.27,-7.2,2.38,-0.01,0,0.65,1.37,-3.23,5.19
16375000,9,31.913963,-98.600074,1500,131.44,0,1004.29,18.31,12.25,49.8,-12.33,-6.71,2.44,0.12,-0.01,0.66,1.38,-3.2,5.18
16375100,9,31.913963,-98.600074,1500,131.44,0,1004.29,18.31,12.25,49.8,-12.39,-7.02,2.44,0.01,-0.12,0.66,1.39,-3.22,5.17
16375200,10,31.913963,-98.600074,1500,131.44,0,1004.29,18.31,12.25,49.6,-12.21,-6.96,2.44,0,0.01,0.64,1.38,-3.23,5.18
16375300,10,31.913963,-98.600074,1499.67,131.44,0,1004.13,18.25,12.25,50.1,-12.33,-6.9,2.87,0,0.02,0.66,1.38,-3.23,5.19
16375400,10,31.913963,-98.600074,1499.67,131.44,0,1004.29,18.31,12.25,50.1,-12.63,-6.71,2.5,0.04,0,0.64,1.39,-3.21,5.18
16375400,10,31.913963,-98.600074,1499.67,131.44,0,1004.29,18.31,12.25,49.7,-12.39,-7.02,2.56,0.06,-0.06,0.68,1.4,-3.31,5.18
16375500,10,31.913963,-98.600074,1499.67,131.44,0,1004.29,18.31,12.25,50.1,-12.63,-6.96,2.69,0,0.01,0.65,1.42,-3.41,5.21
16375600,10,31.913972,-98.600067,1492.78,131.44,0,1004.13,18.31,12.25,50.1,-12.27,-6.9,2.62,-0.02,-0.05,0.63,1.5,-3.48,5.2
16375700,10,31.913978,-98.600067,1487.53,131.44,0.84,1004.13,18.31,12.25,49.6,-12.51,-6.84,2.5,-0.01,0.05,0.65,1.55,-3.54,5.21
16375700,10,31.913978,-98.600067,1487.53,131.44,0.58,1004.13,18.31,12.25,49.6,-12.39,-7.08,2.56,-0.03,0.02,0.65,1.54,-3.53,5.22
16375800,10,31.913978,-98.600059,1487.53,131.44,0.07,1004.13,18.25,12.25,49.8,-12.21,-6.84,2.62,-0.03,0.04,0.67,1.55,-3.56,5.23
16375900,10,31.913978,-98.600059,1487.53,131.44,0.02,1004.29,18.31,12.25,50.3,-12.27,-6.96,2.75,-0.04,0,0.65,1.53,-3.53,5.22
16375900,10,31.913978,-98.600059,1487.53,131.44,0.02,1004.13,18.31,12.25,50.3,-12.45,-6.84,2.62,-0.04,0.01,0.66,1.54,-3.52,5.22
16380000,10,31.913978,-98.600059,1487.2,131.44,0.02,1004.13,18.31,12.25,50,-12.33,-7.14,2.62,-0.06,0.05,0.67,1.54,-3.56,5.23
16380100,10,31.913978,-98.600059,1487.2,131.44,0.02,1004.13,18.31,12.25,50,-12.15,-6.59,2.44,-0.03,0.04,0.67,1.56,-3.53,5.24
16380200,10,31.913978,-98.600059,1486.88,131.44,0,1004.29,18.31,12.5,50,-12.08,-6.65,2.5,-0.04,0.03,0.65,1.55,-3.56,5.23
16380300,10,31.913978,-98.600059,1486.55,131.44,0,1004.13,18.31,12.5,50,-12.39,-6.65,2.44,-0.03,0.02,0.66,1.56,-3.53,5.23
16380300,10,31.913978,-98.600059,1486.55,131.44,0,1004.29,18.31,12.5,50,-12.27,-6.77,2.75,-0.02,0.04,0.68,1.57,-3.53,5.23
16380400,10,31.913978,-98.600059,1486.55,131.44,0,1004.53,18.31,12.5,50.2,-12.33,-6.84,2.62,-0.04,0.02,0.66,1.56,-3.55,5.23
16380500,10,31.913978,-98.600059,1485.89,131.44,0,1004.29,18.31,12.5,50.6,-12.27,-7.02,2.87,-0.04,0.02,0.66,1.57,-3.55,5.23
16380500,10,31.913978,-98.600059,1485.89,131.44,0,1004.53,18.31,12.5,50.6,-12.57,-6.77,2.69,-0.04,0.02,0.65,1.56,-3.53,5.22
16380600,10,31.913978,-98.600059,1485.89,131.44,0,1004.29,18.31,12.75,50.6,-12.39,-6.9,2.44,-0.04,0.02,0.67,1.56,-3.52,5.22
16380700,10,31.913978,-98.600059,1485.56,131.44,0,1004.29,18.31,12.5,50.3,-12.27,-7.02,2.44,-0.04,0.02,0.66,1.57,-3.55,5.23
16380800,10,31.913978,-98.600059,1485.24,131.44,0,1004.53,18.31,12.75,50.6,-12.27,-6.77,2.56,-0.04,0.03,0.65,1.56,-3.55,5.24
16380900,10,31.913978,-98.600059,1485.24,131.44,0,1004.29,18.31,12.75,50.6,-12.21,-6.71,2.32,-0.04,0.02,0.65,1.56,-3.54,5.22
16380900,10,31.913978,-98.600059,1485.24,131.44,0,1004.13,18.31,12.75,50.1,-12.39,-7.02,2.75,-0.03,0.03,0.64,1.57,-3.55,5.23
16381000,10,31.913978,-98.600059,1484.91,131.44,0,1004.29,18.31,12.75,50.6,-12.45,-6.96,2.26,-0.05,0.02,0.66,1.57,-3.55,5.24
16381100,10,31.913978,-98.600059,1484.58,131.44,0,1004.29,18.31,12.75,50.6,-12.51,-7.14,2.38,-0.02,0.01,0.64,1.57,-3.52,5.23
16381200,10,31.91398,-98.600059,1484.25,131.44,0,1004.13,18.31,12.75,50.3,-12.39,-6.84,2.5,-0.09,0.05,0.65,1.54,-3.57,5.25
16381200,10,31.91398,-98.600059,1484.25,131.44,0,1004.13,18.31,12.75,50.3,-12.39,-6.9,2.56,-0.08,0.05,0.7,1.55,-3.56,5.24
16381300,10,31.91398,-98.600059,1484.25,131.44,0,1004.13,18.31,12.75,50.2,-12.57,-6.71,2.32,-0.02,0.02,0.67,1.57,-3.53,5.22
16381400,10,31.91398,-98.600059,1483.92,131.44,0,1004.13,18.31,12.75,50.8,-12.15,-6.9,2.81,-0.05,0,0.63,1.56,-3.54,5.23
16381400,10,31.91398,-98.600059,1483.92,131.44,0,1004.29,18.37,12.5,50.8,-12.57,-7.02,2.5,-0.01,0,0.63,1.56,-3.54,5.23
16381500,10,31.91398,-98.600059,1483.6,131.44,0,1004.29,18.31,12.5,50.4,-12.51,-6.96,2.32,-0.05,0.05,0.7,1.55,-3.58,5.25
16381600,10,31.91398,-98.600059,1483.27,131.44,0,1004.29,18.31,12.5,50.4,-12.33,-6.84,2.69,-0.01,0.05,0.64,1.57,-3.55,5.23
16381700,10,31.913978,-98.600059,1482.94,131.44,0,1004.29,18.31,12.5,50.3,-12.33,-7.02,2.26,-0.05,0.02,0.61,1.59,-3.52,5.22
16381800,10,31.913978,-98.600059,1482.94,131.44,0,1004.13,18.31,12.5,50.3,-12.15,-6.9,2.38,0,-0.07,0.6,1.58,-3.49,5.2
16381800,10,31.913978,-98.600059,1482.94,131.44,0,1004.29,18.31,12.75,50.5,-12.45,-7.02,2.44,-0.02,0.04,0.69,1.6,-3.53,5.22
16381900,10,31.913978,-98.600059,1482.94,131.44,0,1004.13,18.25,12.5,50.9,-12.02,-6.47,2.75,-0.62,0.99,0.3,1.61,-3.53,5.24
16382000,10,31.913978,-98.600059,1481.96,131.44,0,1004.13,18.31,12.75,51,-12.51,-6.29,2.44,0.13,-0.07,0.72,1.55,-3.44,5.34
16382000,10,31.913978,-98.600059,1481.96,131.44,0,1004.13,18.31,12.75,51,-12.21,-7.08,2.44,0.07,-0.04,0.69,1.55,-3.41,5.31
16382100,10,31.913976,-98.600059,1480.97,131.44,0,1004.13,18.31,12.75,51,-12.57,-7.02,2.5,0.02,0.03,0.66,1.55,-3.41,5.32
16382200,10,31.913974,-98.600059,1480.31,131.44,0,1004.29,18.31,12.5,50.6,-12.33,-7.2,2.56,0.01,0.06,0.67,1.56,-3.43,5.33
16382300,10,31.91394,-98.600051,1445.87,131.44,0.16,1004.53,18.31,12.75,51,-12.45,-7.14,2.56,-0.02,-0.05,0.68,1.62,-3.43,5.32
16382400,10,31.91394,-98.600051,1445.54,131.44,0.16,1004.29,18.31,12.75,51,-12.39,-7.02,2.5,-0.04,0.04,0.67,1.65,-3.4,5.31
16382400,10,31.91394,-98.600051,1445.54,131.44,0.16,1004.29,18.31,12.75,51,-12.33,-7.14,2.5,-0.04,0.03,0.65,1.66,-3.39,5.32
16382500,10,31.91394,-98.600051,1445.54,131.44,0.01,1004.29,18.31,12.75,50.6,-12.39,-6.77,2.87,-0.04,0,0.66,1.65,-3.42,5.32
16382600,10,31.91394,-98.600051,1445.54,131.44,0.01,1004.29,18.31,12.75,50.6,-12.27,-7.02,2.62,-0.02,0,0.62,1.68,-3.37,5.31
16382700,10,31.91394,-98.600051,1445.21,131.44,0,1004.29,18.31,5.75,50.6,-12.57,-6.96,2.32,-0.01,0.02,0.66,1.7,-3.4,5.34
